arm	ontology	km_wall_s	external_wall_s	km_peak_mib	external_peak_mib
konclude	ore_ont_14450.owl	0.2838	0.3625	114.21	71.61
konclude	ore_ont_14459.owl	4.0276	41.2674	216.18	5252.08
konclude	ore_ont_14499.owl	0.1912	0.3326	29.62	85.85
konclude	ore_ont_14508.owl	0.0414	1.2424	5.0	243.18
konclude	ore_ont_14518.owl	0.0438	0.0987	7.5	28.68
konclude	ore_ont_14543.owl	1.2763	2.8962	129.88	603.94
konclude	ore_ont_14574.owl	0.1855	0.3416	30.0	64.67
konclude	ore_ont_14587.owl	0.1625	0.4259	27.43	97.12
konclude	ore_ont_14607.owl	0.8395	4.4845	11.18	693.89
konclude	ore_ont_1473.owl	0.0431	0.1313	8.12	32.81
konclude	ore_ont_148.owl	0.3123	0.3015	135.85	90.12
konclude	ore_ont_1481.owl	2.4546	1.0626	322.0	305.78
konclude	ore_ont_14817.owl	56.0658	12.1064	7764.88	3755.62
konclude	ore_ont_14826.owl	0.0414	0.1322	8.98	27.71
konclude	ore_ont_14840.owl	0.0419	0.1307	9.38	37.15
konclude	ore_ont_14848.owl	0.0426	0.1294	8.44	25.31
konclude	ore_ont_14896.owl	0.3152	0.3096	139.97	85.03
konclude	ore_ont_14901.owl	0.0512	0.1307	8.75	31.37
konclude	ore_ont_14926.owl	0.0387	0.1274	6.25	29.52
konclude	ore_ont_1493.owl	0.1319	0.2487	21.49	71.29
konclude	ore_ont_14934.owl	0.8575	1.9961	107.03	362.54
konclude	ore_ont_1494.owl	0.041	0.0984	8.44	31.33
konclude	ore_ont_1501.owl	0.1603	0.3747	31.49	86.88
konclude	ore_ont_15059.owl	3.3784	65.309	70.29	7712.79
konclude	ore_ont_15068.owl	0.041	0.1012	5.94	28.92
konclude	ore_ont_15098.owl	0.0719	0.3656	21.34	93.84
konclude	ore_ont_15099.owl	0.0697	1.304	3.75	281.28
konclude	ore_ont_15145.owl	0.0419	0.0999	5.94	27.61
konclude	ore_ont_15152.owl	0.1908	0.2802	54.22	67.9
konclude	ore_ont_15172.owl	2.3287	2.332	290.65	476.78
konclude	ore_ont_15178.owl	0.453	0.7902	87.63	162.07
konclude	ore_ont_15222.owl	0.0995	0.1982	23.2	55.77
konclude	ore_ont_15231.owl	0.0415	0.1301	7.19	30.05
konclude	ore_ont_15260.owl	0.2208	0.4727	39.65	111.12
konclude	ore_ont_15280.owl	0.4741	26.1556	11.41	4747.53
konclude	ore_ont_15288.owl	0.1023	0.3587	24.07	72.23
konclude	ore_ont_15292.owl	0.0419	0.1572	11.18	42.18
konclude	ore_ont_15341.owl	0.0997	0.3087	19.71	75.55
konclude	ore_ont_15388.owl	1.4578	1.501	130.07	296.93
konclude	ore_ont_15397.owl	0.0411	0.1006	7.81	32.93
konclude	ore_ont_15399.owl	0.0385	0.099	7.19	28.37
konclude	ore_ont_15461.owl	0.0422	0.0998	10.0	27.49
konclude	ore_ont_15491.owl	1.6091	0.689	654.19	218.82
konclude	ore_ont_15536.owl	0.7142	2.1124	136.38	706.64
konclude	ore_ont_1555.owl	0.162	0.2728	111.72	76.53
konclude	ore_ont_15576.owl	0.0418	0.1006	6.25	26.25
konclude	ore_ont_1559.owl	2.7676	48.1843	96.45	6467.07
konclude	ore_ont_15615.owl	0.5169	0.3418	283.39	107.24
konclude	ore_ont_15672.owl	0.7546	0.0953	65.68	32.79
konclude	ore_ont_15696.owl	2.2182	4.3428	180.65	705.39
konclude	ore_ont_15703.owl	2.8293	28.8088	53.8	3665.12
konclude	ore_ont_15725.owl	1.6371	2.7828	252.35	805.41
konclude	ore_ont_1579.owl	7.7444	21.1894	821.56	6055.46
konclude	ore_ont_15790.owl	0.3808	1.0972	53.62	222.3
konclude	ore_ont_15791.owl	0.435	0.6324	78.75	185.2
konclude	ore_ont_15793.owl	0.2856	0.6534	72.84	121.08
konclude	ore_ont_15803.owl	1.5136	35.4676	109.79	9657.35
konclude	ore_ont_15846.owl	11.5607	25.9483	1058.43	6125.95
konclude	ore_ont_15860.owl	0.074	0.228	10.28	45.93
konclude	ore_ont_15882.owl	0.0419	0.1549	6.25	29.27
konclude	ore_ont_15917.owl	0.0999	0.2736	19.8	76.87
konclude	ore_ont_15929.owl	2.982	3.2326	263.31	581.16
konclude	ore_ont_15932.owl	0.133	0.2948	34.3	62.7
konclude	ore_ont_15944.owl	0.1009	0.276	18.68	62.8
konclude	ore_ont_15950.owl	0.0413	0.1377	10.0	38.54
konclude	ore_ont_15968.owl	0.0718	0.2451	17.13	55.71
konclude	ore_ont_15976.owl	4.6411	7.4677	363.59	1175.21
konclude	ore_ont_15985.owl	0.0411	0.1283	9.38	33.79
konclude	ore_ont_16008.owl	3.5768	34.3614	191.96	4586.15
konclude	ore_ont_1603.owl	4.8142	0.126	481.91	65.61
konclude	ore_ont_16076.owl	0.043	0.0983	7.19	27.37
konclude	ore_ont_16114.owl	0.1626	0.5776	32.01	130.44
konclude	ore_ont_16167.owl	0.0416	0.0997	8.75	27.49
konclude	ore_ont_1618.owl	0.0414	0.0717	14.81	26.55
konclude	ore_ont_16299.owl	0.2205	0.4217	34.22	97.76
konclude	ore_ont_16303.owl	4.1201	0.3731	2098.83	79.67
konclude	ore_ont_16312.owl	0.0413	0.1543	8.44	36.04
konclude	ore_ont_16351.owl	0.0419	0.0996	7.19	27.24
konclude	ore_ont_16444.owl	9.1775	4.4866	1911.52	747.48
konclude	ore_ont_16461.owl	0.3019	0.1191	24.29	29.89
konclude	ore_ont_16462.owl	10.5861	15.4042	2112.84	2818.23
konclude	ore_ont_16501.owl	0.0418	0.1009	8.75	30.18
konclude	ore_ont_16558.owl	0.1376	0.2897	18.37	62.1
konclude	ore_ont_16559.owl	0.0422	0.7529	4.38	151.92
konclude	ore_ont_16596.owl	4.2812	8.3328	362.37	1186.18
konclude	ore_ont_16619.owl	0.3964	0.6038	49.25	124.38
konclude	ore_ont_16626.owl	0.0413	0.1016	7.19	30.39
konclude	ore_ont_1666.owl	0.1279	0.3109	28.34	83.82
konclude	ore_ont_16684.owl	0.0704	1.9628	4.69	365.37
konclude	ore_ont_16687.owl	0.4329	1.0977	68.76	211.5
konclude	ore_ont_16730.owl	0.0431	0.099	6.56	28.93
konclude	ore_ont_16744.owl	10.4773	66.7494	69.98	8391.19
konclude	ore_ont_16777.owl	0.0424	0.1018	8.75	29.46
konclude	ore_ont_16821.owl	0.0442	0.1877	7.5	31.21
konclude	ore_ont_178.owl	0.1064	0.0725	34.16	29.12
konclude	ore_ont_1790.owl	0.3127	0.2813	134.77	92.03
konclude	ore_ont_1793.owl	0.071	0.0697	8.75	30.5
konclude	ore_ont_1902.owl	0.0412	0.0682	8.75	27.39
konclude	ore_ont_1967.owl	0.0412	0.0704	7.19	27.3
konclude	ore_ont_1970.owl	0.1598	0.3146	26.8	81.71
konclude	ore_ont_2011.owl	0.0409	0.0978	9.06	36.71
konclude	ore_ont_2036.owl	0.0435	0.0717	6.88	28.4
konclude	ore_ont_2046.owl	0.1321	4.9778	6.38	1111.55
konclude	ore_ont_2066.owl	0.0435	0.0695	6.88	29.73
konclude	ore_ont_2105.owl	0.0415	0.6062	5.0	136.04
konclude	ore_ont_2128.owl	0.2842	0.4251	36.8	110.91
konclude	ore_ont_2129.owl	0.4144	0.3437	85.05	89.65
konclude	ore_ont_2195.owl	0.1122	0.0694	34.1	29.87
konclude	ore_ont_2228.owl	0.0408	0.0779	8.75	28.77
konclude	ore_ont_2237.owl	0.0415	0.0733	8.52	27.98
konclude	ore_ont_2243.owl	0.2714	4.5084	14.79	748.82
konclude	ore_ont_2253.owl	0.1564	6.4923	7.43	1296.88
konclude	ore_ont_2266.owl	0.0407	0.1245	9.38	41.57
konclude	ore_ont_2313.owl	8.3556	0.4507	267.2	148.63
konclude	ore_ont_2317.owl	0.3112	0.7209	52.18	152.18
konclude	ore_ont_2333.owl	0.1339	0.2483	49.09	78.34
konclude	ore_ont_2361.owl	5.0317	4.3059	449.63	846.09
konclude	ore_ont_2377.owl	0.0989	0.1609	17.12	49.42
konclude	ore_ont_2378.owl	0.0433	0.1013	8.44	35.51
konclude	ore_ont_2397.owl	2.0631	0.8012	510.52	179.74
konclude	ore_ont_2440.owl	0.0707	0.1624	11.18	43.66
konclude	ore_ont_2453.owl	0.3129	0.2532	69.05	76.23
konclude	ore_ont_2469.owl	2.8675	4.6778	234.33	815.65
konclude	ore_ont_2485.owl	0.0406	0.0734	7.19	26.74
konclude	ore_ont_2491.owl	0.0432	0.75	3.44	161.46
konclude	ore_ont_2496.owl	0.0428	0.1329	11.14	43.15
konclude	ore_ont_2497.owl	0.2081	0.3983	31.8	102.79
konclude	ore_ont_2557.owl	0.0412	0.0682	8.31	28.23
konclude	ore_ont_2569.owl	0.0707	0.163	12.43	47.8
konclude	ore_ont_258.owl	0.0405	0.1014	5.94	26.25
konclude	ore_ont_2591.owl	0.279	0.5813	73.74	132.36
konclude	ore_ont_2627.owl	1.2563	1.2401	299.65	241.44
konclude	ore_ont_2632.owl	1.7728	2.8855	461.56	590.84
konclude	ore_ont_2654.owl	0.0411	0.0716	8.49	28.5
konclude	ore_ont_2661.owl	0.3437	1.1341	56.18	225.05
konclude	ore_ont_2662.owl	0.0404	0.0861	7.5	27.87
konclude	ore_ont_2672.owl	0.0409	0.0714	8.44	31.62
konclude	ore_ont_2678.owl	0.0731	0.0855	63.44	31.14
konclude	ore_ont_269.owl	0.0693	1.5581	4.69	272.08
konclude	ore_ont_2713.owl	0.0404	0.1091	8.12	30.61
konclude	ore_ont_2720.owl	0.0417	0.1006	8.44	31.74
konclude	ore_ont_2744.owl	0.1288	0.1382	71.79	32.29
konclude	ore_ont_2753.owl	0.0409	0.1054	7.5	27.8
konclude	ore_ont_2803.owl	3.1908	3.4678	190.28	583.56
konclude	ore_ont_2828.owl	6.9702	6.4027	375.12	1057.09
konclude	ore_ont_2860.owl	0.2272	0.1017	139.38	36.23
konclude	ore_ont_2876.owl	0.0412	0.0778	6.88	27.68
konclude	ore_ont_3050.owl	0.3121	0.3169	132.56	93.0
konclude	ore_ont_3082.owl	0.0414	0.078	5.62	28.05
konclude	ore_ont_3106.owl	0.1296	0.3258	23.87	83.18
konclude	ore_ont_3164.owl	2.6125	5.168	442.96	1477.47
konclude	ore_ont_3177.owl	0.1601	0.304	27.31	75.51
konclude	ore_ont_3215.owl	87.0835	58.995	9690.27	9716.5
konclude	ore_ont_3231.owl	0.0713	0.1053	35.0	30.81
konclude	ore_ont_3259.owl	0.0704	0.0763	9.04	29.87
konclude	ore_ont_3260.owl	0.0449	0.0717	12.17	28.64
konclude	ore_ont_33.owl	0.2492	0.4575	34.61	97.23
konclude	ore_ont_3313.owl	0.0408	0.139	9.93	47.79
konclude	ore_ont_3349.owl	0.0411	0.0727	9.06	33.21
konclude	ore_ont_3377.owl	1.9119	76.2649	110.39	4477.44
konclude	ore_ont_338.owl	0.0414	0.1019	8.75	28.64
konclude	ore_ont_3406.owl	0.3752	0.6209	56.07	137.49
konclude	ore_ont_3414.owl	4.5773	2.4	981.27	419.84
konclude	ore_ont_3418.owl	0.0415	0.0718	9.06	31.03
konclude	ore_ont_3463.owl	0.0408	0.0701	5.94	28.27
konclude	ore_ont_3480.owl	0.1917	0.7252	37.43	165.62
konclude	ore_ont_3524.owl	2.0479	32.5232	53.43	4197.91
konclude	ore_ont_3560.owl	1.3963	12.4378	74.36	2060.86
konclude	ore_ont_3635.owl	0.0409	0.0888	9.38	38.32
konclude	ore_ont_3640.owl	0.0715	0.2216	15.35	72.37
konclude	ore_ont_3658.owl	3.2489	8.668	546.83	2462.44
konclude	ore_ont_3712.owl	0.131	0.3705	26.81	94.12
konclude	ore_ont_3770.owl	0.0413	0.0715	8.75	30.24
konclude	ore_ont_3784.owl	0.2229	0.2456	64.61	70.7
konclude	ore_ont_3795.owl	0.3363	0.2804	138.21	82.39
konclude	ore_ont_3797.owl	0.1319	0.4598	29.3	105.71
konclude	ore_ont_380.owl	0.041	0.1308	9.62	37.68
konclude	ore_ont_3836.owl	1.9597	37.773	41.48	4421.59
konclude	ore_ont_3842.owl	0.0423	0.1013	8.07	26.76
konclude	ore_ont_3905.owl	0.251	0.2485	110.39	72.69
konclude	ore_ont_3909.owl	0.0405	0.0709	6.88	29.46
konclude	ore_ont_3931.owl	0.0716	0.1324	24.27	43.86
konclude	ore_ont_394.owl	0.0702	0.1301	28.91	30.85
konclude	ore_ont_3954.owl	0.7712	3.0128	129.61	621.88
konclude	ore_ont_3978.owl	0.071	0.0977	12.19	35.61
konclude	ore_ont_4033.owl	0.0694	2.9738	5.0	697.08
konclude	ore_ont_4054.owl	2.6124	5.5116	207.88	1065.51
konclude	ore_ont_412.owl	0.0736	0.1363	16.03	41.74
konclude	ore_ont_4187.owl	3.8283	8.7426	645.5	2361.81
konclude	ore_ont_4205.owl	1.5269	18.2687	43.86	2151.52
konclude	ore_ont_4226.owl	0.1603	0.396	31.8	89.66
konclude	ore_ont_4235.owl	0.2844	0.9952	48.1	167.63
konclude	ore_ont_4382.owl	0.0412	0.0709	8.44	29.18
konclude	ore_ont_4383.owl	0.1004	0.1594	16.8	49.29
konclude	ore_ont_4400.owl	0.0412	0.0718	7.5	32.6
konclude	ore_ont_443.owl	0.0703	0.2774	22.12	67.55
konclude	ore_ont_4460.owl	0.1615	0.4277	27.19	100.91
konclude	ore_ont_4487.owl	0.8538	1.9742	105.43	363.96
konclude	ore_ont_4527.owl	0.041	0.1691	10.87	47.77
konclude	ore_ont_4557.owl	0.1278	6.2318	7.19	1202.18
konclude	ore_ont_457.owl	0.0701	0.1009	13.75	36.75
konclude	ore_ont_4572.owl	4.0555	5.1254	293.52	1192.57
konclude	ore_ont_4578.owl	0.1317	0.3232	24.3	82.82
konclude	ore_ont_4604.owl	11.6895	8.909	2782.82	1387.63
konclude	ore_ont_4617.owl	1.2258	2.7227	151.62	454.48
konclude	ore_ont_4655.owl	0.1025	0.2184	31.2	59.98
konclude	ore_ont_4662.owl	0.1616	0.6122	34.88	163.32
konclude	ore_ont_4671.owl	0.0407	0.0962	9.32	31.85
konclude	ore_ont_4724.owl	0.0415	0.0716	7.94	27.12
konclude	ore_ont_4732.owl	0.1325	0.3743	26.8	95.43
konclude	ore_ont_4755.owl	7.6668	6.5337	743.73	1201.34
konclude	ore_ont_4767.owl	0.0434	0.0707	7.81	28.55
konclude	ore_ont_4782.owl	1.0091	2.4591	121.68	418.36
konclude	ore_ont_4798.owl	0.1005	0.1611	23.65	54.5
konclude	ore_ont_4802.owl	3.0793	3.9903	232.6	704.02
konclude	ore_ont_4827.owl	0.2224	0.1024	42.01	50.52
konclude	ore_ont_4834.owl	0.2874	0.2801	138.69	82.98
konclude	ore_ont_4856.owl	0.0414	0.0745	7.5	26.86
konclude	ore_ont_4897.owl	0.071	0.1062	9.63	32.24
konclude	ore_ont_5002.owl	0.1667	0.3964	31.36	92.08
konclude	ore_ont_5057.owl	0.0405	0.0745	9.69	31.75
konclude	ore_ont_508.owl	0.0409	0.0969	7.5	28.41
konclude	ore_ont_5080.owl	0.07	0.1382	11.18	41.48
konclude	ore_ont_5089.owl	0.0417	0.0751	7.81	31.5
konclude	ore_ont_5090.owl	0.0414	0.072	6.88	27.39
konclude	ore_ont_5103.owl	1.1449	1.928	142.03	480.25
konclude	ore_ont_5107.owl	1.1762	0.0717	385.58	46.36
konclude	ore_ont_5164.owl	0.0417	0.0719	9.35	29.18
konclude	ore_ont_5184.owl	0.0729	0.0711	43.58	34.68
konclude	ore_ont_5197.owl	0.0707	0.1633	14.93	54.16
konclude	ore_ont_5220.owl	0.0408	0.1051	7.43	34.54
konclude	ore_ont_5255.owl	0.0411	0.0712	6.88	28.2
konclude	ore_ont_5266.owl	0.0416	0.1061	10.31	38.3
konclude	ore_ont_5292.owl	0.0415	0.0703	9.67	26.68
konclude	ore_ont_5303.owl	0.3566	0.1071	64.47	56.25
konclude	ore_ont_5404.owl	0.041	0.0752	18.44	30.91
konclude	ore_ont_541.owl	0.1599	0.1011	50.23	40.94
konclude	ore_ont_544.owl	0.0998	0.131	17.5	47.8
konclude	ore_ont_5462.owl	0.2219	0.2503	64.12	68.68
konclude	ore_ont_5485.owl	0.041	0.1028	10.56	41.16
konclude	ore_ont_5487.owl	0.2932	0.6615	44.22	145.45
konclude	ore_ont_5519.owl	1.3966	11.9575	68.37	2095.38
konclude	ore_ont_5549.owl	4.9824	4.4747	450.06	843.82
konclude	ore_ont_5564.owl	0.0722	0.0713	31.26	33.55
konclude	ore_ont_5566.owl	3.0153	6.5089	305.99	994.82
konclude	ore_ont_5572.owl	0.0417	0.0719	8.75	27.05
konclude	ore_ont_5602.owl	0.1291	5.7179	7.46	1251.38
konclude	ore_ont_5612.owl	2.9986	3.3711	268.26	591.73
konclude	ore_ont_566.owl	0.0419	0.1911	8.99	37.99
konclude	ore_ont_5665.owl	0.0413	0.07	8.44	29.36
konclude	ore_ont_5742.owl	0.0412	0.07	5.62	29.9
konclude	ore_ont_5755.owl	0.9884	3.1219	129.77	635.66
konclude	ore_ont_5760.owl	0.1576	6.5593	7.43	1465.36
konclude	ore_ont_5781.owl	2.7777	2.6667	337.01	547.57
konclude	ore_ont_5792.owl	0.1627	0.287	27.3	77.93
konclude	ore_ont_5815.owl	0.042	0.8472	5.0	186.99
konclude	ore_ont_5852.owl	0.0411	0.0667	5.62	27.12
konclude	ore_ont_5927.owl	2.4509	3.8434	201.2	647.93
konclude	ore_ont_5940.owl	0.1016	0.09	12.57	32.81
konclude	ore_ont_5943.owl	0.3146	0.3043	133.84	84.37
konclude	ore_ont_5965.owl	0.2814	0.5637	73.28	129.48
konclude	ore_ont_5966.owl	0.0409	0.0758	7.19	28.0
konclude	ore_ont_5974.owl	0.2792	0.5992	73.12	132.03
konclude	ore_ont_6024.owl	0.0418	0.078	9.06	29.55
konclude	ore_ont_6060.owl	0.3324	0.2849	139.64	84.23
konclude	ore_ont_6076.owl	0.4312	0.5422	49.1	123.44
konclude	ore_ont_6102.owl	0.2156	0.7295	48.88	205.78
konclude	ore_ont_6198.owl	0.3949	0.435	40.24	104.28
konclude	ore_ont_6207.owl	0.0417	0.0712	7.81	27.48
konclude	ore_ont_6212.owl	2.5614	27.8383	84.24	3406.47
konclude	ore_ont_6223.owl	0.7275	7.4161	68.38	1393.57
konclude	ore_ont_6226.owl	0.0726	0.1324	25.1	40.62
konclude	ore_ont_6230.owl	0.1702	0.3392	30.94	89.11
konclude	ore_ont_6233.owl	0.2909	14.9379	8.75	2996.73
konclude	ore_ont_6246.owl	0.5077	0.0707	55.0	30.8
konclude	ore_ont_6310.owl	0.5127	1.1151	69.09	224.1
konclude	ore_ont_6358.owl	0.1621	0.3971	27.74	98.1
konclude	ore_ont_637.owl	0.0412	0.1014	8.75	31.13
konclude	ore_ont_6417.owl	0.042	0.0707	9.06	28.96
konclude	ore_ont_6423.owl	0.2839	0.1895	76.39	64.32
konclude	ore_ont_6433.owl	0.2231	0.5711	38.88	124.06
konclude	ore_ont_6453.owl	0.283	0.5211	73.03	130.64
konclude	ore_ont_6477.owl	0.3316	8.5144	27.2	1620.38
konclude	ore_ont_6566.owl	0.0708	0.1247	13.37	42.73
konclude	ore_ont_6589.owl	0.0438	0.0677	7.45	28.02
konclude	ore_ont_6659.owl	0.7909	1.2536	75.25	242.8
konclude	ore_ont_6682.owl	24.7556	11.3638	5077.37	2857.18
konclude	ore_ont_6696.owl	0.0409	0.1071	9.38	33.18
konclude	ore_ont_670.owl	0.0705	0.1268	12.12	40.45
konclude	ore_ont_6720.owl	0.0432	0.1011	9.06	31.93
konclude	ore_ont_6722.owl	3.2367	4.8637	378.7	818.62
konclude	ore_ont_6735.owl	0.0412	0.0704	6.25	27.43
konclude	ore_ont_6751.owl	0.2195	0.3613	30.82	90.78
konclude	ore_ont_6765.owl	0.2867	0.2808	130.81	90.43
konclude	ore_ont_6796.owl	0.0546	0.0708	7.5	28.62
konclude	ore_ont_6812.owl	0.0412	0.0714	5.94	27.16
konclude	ore_ont_6817.owl	0.0416	0.1662	10.25	52.24
konclude	ore_ont_6855.owl	0.0425	0.0843	19.01	29.41
konclude	ore_ont_6869.owl	0.1608	0.3859	26.49	94.62
konclude	ore_ont_6870.owl	0.2806	0.5106	43.37	114.77
konclude	ore_ont_6934.owl	0.1123	0.1882	52.31	61.93
konclude	ore_ont_6999.owl	0.1042	0.1045	57.55	40.78
konclude	ore_ont_7003.owl	0.0418	0.0736	8.31	28.95
konclude	ore_ont_7025.owl	0.2838	0.2771	139.95	84.27
konclude	ore_ont_703.owl	0.0405	0.1262	8.12	30.18
konclude	ore_ont_7052.owl	0.0413	0.1404	11.8	43.93
konclude	ore_ont_7120.owl	0.0427	0.135	10.87	44.38
konclude	ore_ont_7127.owl	8.9391	5.6694	1959.93	888.71
konclude	ore_ont_7169.owl	0.0413	0.1005	8.44	32.5
konclude	ore_ont_7195.owl	0.2552	0.3427	40.46	102.34
konclude	ore_ont_7216.owl	0.0991	0.1294	15.51	43.68
konclude	ore_ont_7218.owl	0.1	0.2229	19.55	65.39
konclude	ore_ont_7220.owl	0.041	0.096	8.75	33.32
konclude	ore_ont_7234.owl	0.222	0.4477	39.94	111.42
konclude	ore_ont_7246.owl	1.3724	12.414	24.87	1607.49
konclude	ore_ont_725.owl	0.0411	0.1255	9.69	38.45
konclude	ore_ont_7251.owl	0.1308	0.5215	28.7	134.69
konclude	ore_ont_7256.owl	0.0703	1.6207	4.69	309.12
konclude	ore_ont_7270.owl	0.0412	0.0706	7.19	27.43
konclude	ore_ont_7300.owl	1.5105	1.3495	363.5	265.09
konclude	ore_ont_7320.owl	0.329	0.2796	137.99	82.12
konclude	ore_ont_7340.owl	2.6455	6.72	301.0	966.1
konclude	ore_ont_7343.owl	0.2135	2.9561	4.92	482.04
konclude	ore_ont_7409.owl	7.1444	10.6985	1671.8	2028.21
konclude	ore_ont_7417.owl	0.0418	0.0709	7.5	26.56
konclude	ore_ont_7418.owl	0.0698	0.0703	9.04	30.3
konclude	ore_ont_7439.owl	0.1626	0.3456	31.49	88.66
konclude	ore_ont_7455.owl	1.5469	2.5412	189.12	491.28
konclude	ore_ont_7474.owl	0.318	0.2825	129.41	92.05
konclude	ore_ont_7482.owl	0.0423	0.0702	7.19	26.43
konclude	ore_ont_7493.owl	0.6421	1.3237	74.16	266.83
konclude	ore_ont_7499.owl	6.4011	1.2048	271.57	489.89
konclude	ore_ont_7567.owl	2.169	4.6382	227.86	764.39
konclude	ore_ont_7576.owl	0.0426	0.0707	7.81	28.85
konclude	ore_ont_7581.owl	17.6839	12.6877	4252.74	2108.4
konclude	ore_ont_7608.owl	0.2244	0.8982	42.6	186.96
konclude	ore_ont_7639.owl	0.0413	0.0712	7.81	27.05
konclude	ore_ont_7663.owl	0.0408	0.0709	6.88	29.99
konclude	ore_ont_7716.owl	0.3409	0.7294	52.47	163.8
konclude	ore_ont_7726.owl	0.3711	0.4811	46.34	95.4
konclude	ore_ont_7728.owl	1.8759	4.1119	203.13	672.93
konclude	ore_ont_7775.owl	0.3456	0.1907	135.86	73.42
konclude	ore_ont_7831.owl	0.0415	0.9423	3.75	199.86
konclude	ore_ont_7868.owl	5.2412	5.7498	390.95	934.22
konclude	ore_ont_7890.owl	0.041	0.0703	6.56	28.92
konclude	ore_ont_7901.owl	0.1293	0.0701	13.23	30.16
konclude	ore_ont_7914.owl	7.6134	5.3253	1204.62	1475.43
konclude	ore_ont_795.owl	3.4673	3.7421	239.34	624.48
konclude	ore_ont_7956.owl	5.3321	3.4342	1314.57	593.51
konclude	ore_ont_7993.owl	0.1573	6.6732	7.12	1415.58
konclude	ore_ont_8006.owl	0.2245	0.13	99.52	38.41
konclude	ore_ont_8021.owl	0.0419	0.0715	9.67	32.33
konclude	ore_ont_8068.owl	5.1133	4.3424	454.95	818.24
konclude	ore_ont_8135.owl	0.0415	0.0977	9.06	33.17
konclude	ore_ont_8145.owl	0.2431	2.9259	4.92	486.45
konclude	ore_ont_8169.owl	0.0411	0.0691	7.19	28.48
konclude	ore_ont_8175.owl	0.0712	0.1598	10.55	43.75
konclude	ore_ont_8298.owl	0.0708	0.1258	10.87	44.18
konclude	ore_ont_8322.owl	0.3118	0.3283	135.23	92.71
konclude	ore_ont_8329.owl	0.1066	0.2196	20.24	62.19
konclude	ore_ont_8347.owl	0.6473	0.5263	159.87	113.45
konclude	ore_ont_8369.owl	0.0419	0.0724	8.49	28.81
konclude	ore_ont_840.owl	0.7024	1.7146	83.17	294.45
konclude	ore_ont_8462.owl	0.0421	0.0697	8.55	25.94
konclude	ore_ont_8480.owl	1.6921	4.8824	321.34	1203.4
konclude	ore_ont_8486.owl	4.2665	52.2709	227.79	5590.12
konclude	ore_ont_8492.owl	0.2019	0.3697	31.49	88.23
konclude	ore_ont_8557.owl	0.1297	2.0496	4.92	295.88
konclude	ore_ont_8579.owl	0.2297	0.5522	50.82	135.52
konclude	ore_ont_8634.owl	1.24	1.9073	115.53	353.38
konclude	ore_ont_8641.owl	0.1313	0.2196	24.86	60.31
konclude	ore_ont_8667.owl	0.0401	0.0699	6.56	27.67
konclude	ore_ont_868.owl	4.7157	46.4039	269.11	6193.62
konclude	ore_ont_869.owl	0.0699	0.159	11.18	42.81
konclude	ore_ont_8730.owl	0.0717	0.0983	10.09	34.08
konclude	ore_ont_8737.owl	8.8792	56.5815	60.14	7117.39
konclude	ore_ont_8744.owl	0.0701	0.1555	12.39	51.05
konclude	ore_ont_8759.owl	0.1307	0.2214	17.11	66.31
konclude	ore_ont_8792.owl	0.2227	0.7846	40.88	191.62
konclude	ore_ont_8806.owl	0.042	0.071	7.81	27.87
konclude	ore_ont_8864.owl	0.5452	0.4609	111.36	121.95
konclude	ore_ont_8937.owl	0.0411	0.1037	7.5	27.37
konclude	ore_ont_8941.owl	0.0413	0.1305	8.99	40.49
konclude	ore_ont_8974.owl	0.0415	0.0728	7.5	27.49
konclude	ore_ont_8982.owl	2.7405	5.7078	292.79	893.15
konclude	ore_ont_8999.owl	0.3107	0.2814	134.82	89.62
konclude	ore_ont_9002.owl	0.0416	0.0739	8.75	26.74
konclude	ore_ont_9014.owl	0.7042	0.3364	203.67	80.94
konclude	ore_ont_9020.owl	0.131	0.1889	20.86	44.55
konclude	ore_ont_9024.owl	0.3977	0.1665	77.94	57.48
konclude	ore_ont_9031.owl	0.0412	0.0711	7.19	28.11
konclude	ore_ont_9096.owl	0.1018	0.1292	51.52	40.18
konclude	ore_ont_935.owl	0.4439	0.7458	49.82	192.16
konclude	ore_ont_9400.owl	8.9722	6.6513	735.67	1268.64
konclude	ore_ont_9435.owl	0.0714	0.1601	14.62	48.64
konclude	ore_ont_947.owl	0.1593	0.3656	26.49	72.9
konclude	ore_ont_9498.owl	1.3249	15.7962	89.82	2407.65
konclude	ore_ont_9499.owl	8.4223	7.9664	784.59	1358.1
konclude	ore_ont_9509.owl	0.0416	0.0714	5.94	26.02
konclude	ore_ont_9513.owl	0.3587	0.7574	43.06	167.63
konclude	ore_ont_9540.owl	0.7809	0.5558	115.63	704.55
konclude	ore_ont_9557.owl	0.0748	0.0705	40.26	28.18
konclude	ore_ont_9567.owl	0.7627	3.0265	129.82	635.4
konclude	ore_ont_9590.owl	0.1616	0.8129	32.87	155.47
konclude	ore_ont_9598.owl	0.0405	0.1342	10.55	38.93
konclude	ore_ont_960.owl	0.308	0.2996	130.38	88.35
konclude	ore_ont_9612.owl	0.2524	0.3642	59.58	97.74
konclude	ore_ont_9635.owl	0.0721	0.1631	36.03	30.18
konclude	ore_ont_964.owl	0.1936	0.5939	41.45	131.95
konclude	ore_ont_9646.owl	0.0703	0.1606	12.75	49.87
konclude	ore_ont_9654.owl	14.2599	31.0375	1029.03	13719.31
